age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
57,unknown,divorced,secondary,no,-78,yes,no,cellular,27,jun,209,7,-1,0,unknown,no
89,student,married,secondary,no,-1948,yes,no,cellular,12,may,468,25,-1,0,unknown,no
56,unemployed,married,secondary,no,4657,yes,no,cellular,28,apr,442,16,-1,0,unknown,no
31,technician,married,secondary,no,1911,no,no,cellular,10,jun,498,19,-1,0,unknown,no
49,self-employed,married,tertiary,no,-4006,yes,no,unknown,19,may,221,9,-1,0,unknown,no
68,admin.,single,tertiary,no,-2938,no,no,unknown,10,may,211,1,-1,0,unknown,no
55,housemaid,married,secondary,no,-3849,yes,no,cellular,29,may,607,18,8,7,failure,no
40,services,married,secondary,no,3709,yes,no,unknown,7,aug,87,7,-1,0,unknown,no
80,admin.,married,tertiary,no,-1583,yes,no,telephone,24,may,40,28,-1,0,unknown,no
32,blue-collar,single,tertiary,no,3923,yes,no,unknown,23,aug,22,18,-1,0,unknown,no
42,technician,single,unknown,no,-252,no,no,cellular,22,aug,549,10,-1,0,unknown,no
34,technician,married,primary,no,3799,no,no,unknown,15,jul,119,27,397,8,failure,no
83,services,single,primary,no,649,no,yes,cellular,9,may,178,20,-1,0,unknown,no
70,admin.,single,tertiary,no,4271,no,no,unknown,29,mar,419,2,-1,0,unknown,no
68,technician,single,tertiary,no,-954,yes,no,cellular,27,may,120,11,-1,0,unknown,no
56,admin.,married,secondary,no,-781,no,no,cellular,6,sep,522,18,172,9,failure,no
68,management,single,tertiary,no,55,no,no,cellular,21,apr,100,11,-1,0,unknown,no
87,admin.,married,secondary,no,3923,yes,no,cellular,11,aug,340,14,-1,0,unknown,no
23,blue-collar,married,primary,no,-1824,yes,no,cellular,6,jun,283,13,397,4,failure,no
84,technician,married,secondary,no,-307,yes,no,cellular,26,nov,58,1,8,1,failure,no
24,unknown,married,tertiary,no,672,yes,no,cellular,20,may,34,25,-1,0,unknown,no
68,student,married,secondary,no,2619,yes,no,cellular,29,aug,30,10,-1,0,unknown,no
89,technician,divorced,tertiary,no,233,no,no,cellular,15,aug,271,15,64,7,failure,no
59,unemployed,married,secondary,no,3154,no,no,unknown,13,may,3,19,-1,0,unknown,no
81,entrepreneur,married,secondary,no,-821,no,yes,cellular,6,may,278,29,390,9,other,no
32,unknown,married,secondary,no,4389,yes,no,unknown,20,apr,392,17,-1,0,unknown,no
46,blue-collar,married,secondary,no,3691,yes,no,cellular,21,aug,92,10,-1,0,unknown,no
50,admin.,married,secondary,no,-296,no,no,cellular,15,jul,353,22,-1,0,unknown,no
44,blue-collar,married,secondary,no,3583,yes,no,telephone,29,apr,46,8,-1,0,unknown,no
53,blue-collar,married,primary,no,-1852,no,no,unknown,6,may,833,23,79,4,success,yes
46,blue-collar,married,secondary,no,1907,no,no,cellular,16,may,68,7,-1,0,unknown,no
55,services,married,secondary,no,-947,yes,no,cellular,1,apr,172,18,-1,0,unknown,no
74,housemaid,married,unknown,no,2361,yes,yes,cellular,30,may,1015,27,-1,0,unknown,yes
44,unknown,single,tertiary,no,912,yes,no,unknown,6,apr,613,4,-1,0,unknown,no
72,technician,single,secondary,no,-855,yes,no,unknown,16,may,277,6,115,2,other,no
50,admin.,single,secondary,no,-3292,yes,yes,cellular,22,jul,118,2,-1,0,unknown,no
85,technician,married,primary,no,773,no,no,cellular,1,jul,310,13,122,2,other,no
83,entrepreneur,married,secondary,no,5001,no,no,cellular,7,may,159,21,-1,0,unknown,no
27,blue-collar,divorced,secondary,no,2274,no,yes,telephone,28,may,29,12,-1,0,unknown,no
22,blue-collar,married,tertiary,no,-3269,no,no,unknown,10,sep,410,5,-1,0,unknown,no
91,management,married,secondary,no,721,no,no,cellular,21,may,529,19,-1,0,unknown,no
55,retired,married,primary,no,4987,no,no,unknown,8,mar,135,2,-1,0,unknown,no
30,services,married,secondary,no,492,no,yes,unknown,30,may,282,11,-1,0,unknown,no
48,management,married,tertiary,no,-1496,yes,no,telephone,21,jul,7,23,-1,0,unknown,no
64,entrepreneur,single,tertiary,no,6663,yes,yes,cellular,26,jan,56,8,-1,0,unknown,no
69,unknown,married,secondary,no,-1820,yes,no,cellular,5,dec,217,4,-1,0,unknown,no
73,unknown,divorced,primary,no,743,yes,yes,cellular,18,may,82,4,-1,0,unknown,no
32,unknown,married,unknown,no,-423,no,no,cellular,4,may,745,11,-1,0,unknown,no
46,management,married,secondary,no,3380,yes,no,cellular,20,aug,468,14,-1,0,unknown,no
25,management,divorced,primary,no,2866,yes,yes,cellular,16,may,274,9,-1,0,unknown,no
22,blue-collar,single,secondary,no,-1264,yes,no,cellular,10,may,1743,20,-1,0,unknown,yes
46,unknown,married,primary,no,-677,yes,yes,cellular,26,jul,71,26,-1,0,unknown,no
64,technician,married,secondary,no,1838,yes,no,unknown,16,feb,648,14,-1,0,unknown,no
85,services,single,secondary,no,2076,yes,no,cellular,8,aug,93,28,-1,0,unknown,no
93,technician,married,secondary,no,735,yes,yes,telephone,19,jun,234,3,-1,0,unknown,no
62,blue-collar,married,secondary,yes,499,yes,no,cellular,1,may,147,27,-1,0,unknown,no
19,services,single,secondary,no,-2263,yes,no,cellular,23,may,151,13,56,9,failure,no
44,services,married,primary,no,6972,yes,no,unknown,9,mar,370,14,-1,0,unknown,no
53,admin.,married,primary,no,3337,no,no,telephone,6,aug,110,17,-1,0,unknown,no
53,services,married,secondary,no,1439,yes,no,unknown,13,jul,182,3,-1,0,unknown,no
43,student,married,secondary,no,4350,yes,no,cellular,13,nov,61,15,-1,0,unknown,no
60,technician,single,primary,no,809,no,no,cellular,18,jun,371,21,168,5,failure,no
44,blue-collar,married,secondary,no,-1021,yes,no,unknown,14,aug,207,29,-1,0,unknown,no
86,blue-collar,single,secondary,no,2459,yes,no,cellular,2,may,75,2,-1,0,unknown,no
37,student,married,tertiary,no,1839,no,no,cellular,16,mar,79,21,-1,0,unknown,no
28,technician,married,secondary,no,6467,no,no,cellular,17,nov,89,25,-1,0,unknown,no
91,unknown,married,secondary,no,-789,yes,no,unknown,22,may,310,10,-1,0,unknown,no
55,retired,single,tertiary,no,-1466,no,yes,cellular,16,aug,233,27,-1,0,unknown,no
23,unknown,divorced,tertiary,no,7725,no,yes,cellular,14,may,445,22,-1,0,unknown,yes
89,self-employed,married,secondary,no,4975,yes,no,unknown,13,may,218,15,-1,0,unknown,no
40,technician,married,primary,no,3332,no,no,unknown,16,aug,94,19,-1,0,unknown,no
64,admin.,married,tertiary,no,-628,no,no,cellular,24,aug,849,21,-1,0,unknown,yes
63,technician,single,secondary,no,2675,yes,no,unknown,1,sep,560,12,-1,0,unknown,yes
29,retired,married,secondary,no,-2449,no,no,cellular,28,sep,84,17,-1,0,unknown,no
30,technician,single,secondary,no,-118,yes,no,cellular,17,jun,629,16,261,8,failure,no
79,technician,married,secondary,no,-2068,no,no,cellular,1,may,328,8,-1,0,unknown,no
77,management,married,secondary,no,-837,no,no,cellular,10,aug,138,25,-1,0,unknown,no
60,admin.,married,secondary,no,-2152,yes,no,cellular,5,jul,162,5,-1,0,unknown,no
93,admin.,married,secondary,no,3509,no,no,telephone,7,nov,152,25,-1,0,unknown,no
85,management,single,tertiary,no,6784,no,no,cellular,4,may,411,24,-1,0,unknown,yes
22,admin.,single,tertiary,no,4350,no,no,telephone,1,mar,49,15,-1,0,unknown,no
54,management,married,tertiary,no,3669,yes,no,cellular,1,jul,15,8,-1,0,unknown,no
89,management,married,tertiary,no,413,yes,no,cellular,10,may,178,18,32,7,failure,no
48,management,married,primary,no,1998,no,no,unknown,30,may,88,21,-1,0,unknown,no
26,student,single,tertiary,no,-1794,yes,yes,cellular,3,jul,214,28,-1,0,unknown,no
68,retired,married,secondary,no,-2475,yes,no,cellular,5,nov,987,8,364,6,failure,yes
46,management,married,secondary,no,-2936,no,no,cellular,13,may,287,19,-1,0,unknown,no
57,management,married,primary,no,-2238,yes,no,telephone,21,may,825,17,-1,0,unknown,no
58,entrepreneur,married,secondary,no,3483,yes,yes,telephone,25,nov,339,27,-1,0,unknown,no
28,self-employed,married,secondary,no,3812,yes,no,unknown,9,nov,20,4,-1,0,unknown,no
40,housemaid,married,tertiary,no,-1282,yes,no,cellular,25,may,567,4,-1,0,unknown,no
18,blue-collar,married,tertiary,no,2302,yes,yes,unknown,8,aug,57,26,-1,0,unknown,no
63,technician,single,tertiary,no,4847,yes,no,unknown,30,may,516,20,-1,0,unknown,yes
38,technician,married,secondary,no,966,yes,no,unknown,11,nov,356,20,-1,0,unknown,no
53,admin.,married,secondary,no,-808,no,no,cellular,25,aug,470,9,313,3,success,yes
71,unknown,single,unknown,no,172,yes,yes,cellular,24,jun,75,27,-1,0,unknown,no
74,blue-collar,married,secondary,no,5714,no,no,cellular,29,aug,424,14,-1,0,unknown,no
18,blue-collar,single,secondary,no,1213,yes,no,cellular,14,dec,243,1,225,9,failure,no
80,services,married,secondary,no,7829,no,no,telephone,8,jun,22,9,-1,0,unknown,no
71,housemaid,married,primary,no,-580,no,no,cellular,24,may,567,23,-1,0,unknown,no
72,technician,married,tertiary,no,-96,no,no,cellular,24,jul,540,13,-1,0,unknown,no
57,admin.,married,primary,no,-2794,no,no,unknown,21,jul,218,21,-1,0,unknown,no
32,services,single,secondary,no,4639,yes,no,cellular,10,aug,155,18,-1,0,unknown,no
38,retired,married,secondary,no,1704,yes,no,cellular,3,jun,132,10,-1,0,unknown,no
64,management,married,secondary,no,-1278,no,no,unknown,4,may,238,28,244,2,other,no
90,student,married,primary,no,346,no,yes,cellular,25,aug,475,26,-1,0,unknown,no
70,admin.,married,secondary,no,2878,yes,no,cellular,23,nov,215,26,-1,0,unknown,no
26,retired,married,secondary,no,-1058,no,no,cellular,12,sep,35,4,394,4,other,no
91,management,married,tertiary,no,2448,yes,no,cellular,9,jul,94,27,-1,0,unknown,no
69,technician,married,secondary,no,4120,no,no,cellular,11,may,284,15,-1,0,unknown,no
74,entrepreneur,single,tertiary,no,121,yes,no,cellular,11,jul,268,4,363,8,other,no
43,blue-collar,married,primary,no,-4162,no,yes,unknown,16,apr,188,20,-1,0,unknown,no
58,blue-collar,single,secondary,no,610,yes,no,cellular,13,jul,70,11,-1,0,unknown,no
52,student,single,secondary,no,-89,no,yes,unknown,27,aug,81,12,-1,0,unknown,no
80,blue-collar,married,secondary,no,-2314,no,no,cellular,30,may,170,13,-1,0,unknown,no
42,technician,single,secondary,no,3182,yes,no,unknown,14,jun,129,2,-1,0,unknown,no
92,blue-collar,single,secondary,yes,3298,no,no,cellular,7,apr,97,8,-1,0,unknown,no
55,services,married,tertiary,no,2076,no,no,cellular,12,aug,456,4,-1,0,unknown,no
19,technician,divorced,secondary,no,121,yes,no,unknown,24,may,180,9,-1,0,unknown,no
24,admin.,married,primary,no,1827,yes,yes,unknown,28,jul,180,2,-1,0,unknown,no
51,blue-collar,married,secondary,no,-528,yes,no,cellular,19,may,144,23,-1,0,unknown,no
34,blue-collar,single,secondary,no,3476,yes,no,cellular,8,jul,294,5,-1,0,unknown,no
60,technician,married,secondary,no,109,no,no,cellular,4,aug,49,5,121,9,failure,no
76,blue-collar,married,tertiary,no,665,yes,no,unknown,22,may,741,23,-1,0,unknown,yes
68,self-employed,married,secondary,no,915,yes,no,unknown,17,jun,28,4,-1,0,unknown,no
71,admin.,single,primary,no,11223,yes,no,unknown,2,aug,319,19,-1,0,unknown,no
41,technician,single,tertiary,no,-1636,no,no,cellular,23,jul,314,9,-1,0,unknown,no
42,blue-collar,married,primary,no,10,no,no,cellular,22,mar,31,12,-1,0,unknown,no
88,technician,divorced,tertiary,no,-3384,no,yes,cellular,13,jul,1281,3,-1,0,unknown,yes
69,blue-collar,married,secondary,no,2184,yes,yes,cellular,26,may,9,5,-1,0,unknown,no
87,admin.,married,primary,no,6615,yes,no,cellular,28,aug,117,2,-1,0,unknown,no
50,management,single,primary,no,734,yes,yes,cellular,21,feb,142,23,-1,0,unknown,no
66,blue-collar,single,unknown,no,-504,no,no,unknown,7,may,418,13,-1,0,unknown,no
46,blue-collar,married,secondary,no,1239,yes,no,unknown,18,apr,7,28,-1,0,unknown,no
80,entrepreneur,married,tertiary,no,4526,yes,no,cellular,10,nov,210,27,326,2,failure,no
39,student,single,secondary,no,5566,no,no,cellular,4,sep,58,7,-1,0,unknown,no
43,unemployed,divorced,secondary,no,-1719,yes,no,unknown,21,nov,219,28,-1,0,unknown,no
45,blue-collar,single,tertiary,no,3396,no,no,cellular,8,jul,268,21,-1,0,unknown,no
66,admin.,married,unknown,no,1117,no,no,unknown,22,aug,8,8,-1,0,unknown,no
88,retired,divorced,tertiary,no,5749,yes,no,cellular,22,jul,18,25,-1,0,unknown,no
66,admin.,divorced,primary,no,8307,no,yes,telephone,21,jun,22,29,-1,0,unknown,no
37,entrepreneur,married,secondary,no,6883,yes,no,unknown,26,aug,493,20,-1,0,unknown,no
80,services,single,secondary,no,-1536,no,no,unknown,13,aug,674,11,316,8,failure,no
78,retired,single,tertiary,no,-1102,yes,no,cellular,14,aug,148,12,-1,0,unknown,no
66,technician,divorced,secondary,no,6505,no,no,cellular,21,nov,536,18,141,5,failure,no
88,unemployed,single,primary,no,1110,no,no,unknown,17,nov,166,18,-1,0,unknown,no
18,self-employed,single,secondary,no,-886,yes,no,cellular,12,jun,132,27,160,6,failure,no
30,management,single,secondary,no,-2666,no,no,unknown,30,may,195,29,279,3,failure,no
68,student,married,tertiary,no,1841,no,no,unknown,4,jun,402,16,-1,0,unknown,no
73,technician,single,secondary,no,185,no,no,cellular,9,apr,65,20,-1,0,unknown,no
79,retired,single,primary,no,2592,no,no,cellular,15,nov,92,22,-1,0,unknown,no
49,housemaid,divorced,secondary,no,1992,no,no,cellular,15,dec,487,6,-1,0,unknown,no
47,services,married,secondary,no,-2224,yes,no,unknown,18,jul,638,18,-1,0,unknown,no
46,unknown,married,primary,no,-1030,no,yes,cellular,27,aug,33,17,-1,0,unknown,no
66,admin.,married,secondary,no,4255,no,no,cellular,6,may,314,18,222,9,failure,no
62,admin.,single,primary,no,4520,no,no,cellular,2,sep,2,24,337,9,failure,no
47,self-employed,single,secondary,no,307,no,no,cellular,9,nov,72,21,-1,0,unknown,no
33,admin.,married,secondary,no,1950,yes,no,cellular,5,apr,18,3,-1,0,unknown,no
57,unknown,married,unknown,no,-1700,yes,no,cellular,25,may,186,9,-1,0,unknown,no
36,unknown,married,primary,no,1260,yes,no,cellular,12,may,108,28,-1,0,unknown,no
35,technician,married,secondary,no,4738,no,no,cellular,29,aug,38,28,-1,0,unknown,no
18,retired,single,tertiary,no,6426,yes,no,cellular,26,may,0,7,-1,0,unknown,no
64,technician,married,primary,no,1045,no,yes,unknown,5,may,126,24,-1,0,unknown,no
83,management,married,secondary,no,479,yes,no,cellular,12,may,89,22,-1,0,unknown,no
55,admin.,married,secondary,no,-2887,yes,no,unknown,25,jul,12,7,268,7,other,no
68,technician,married,tertiary,no,-373,yes,no,cellular,15,nov,492,19,-1,0,unknown,no
80,services,single,secondary,no,1216,yes,yes,cellular,2,aug,136,1,-1,0,unknown,no
21,management,married,secondary,no,898,yes,no,telephone,11,jul,384,1,-1,0,unknown,no
18,unknown,divorced,primary,no,-280,no,no,unknown,23,mar,141,1,-1,0,unknown,no
25,entrepreneur,married,secondary,no,4983,yes,no,unknown,24,jun,18,11,318,3,failure,no
46,blue-collar,married,primary,no,2664,yes,no,cellular,19,may,129,27,-1,0,unknown,no
72,retired,married,tertiary,no,925,no,no,cellular,17,may,560,28,-1,0,unknown,no
20,housemaid,single,tertiary,no,3473,yes,yes,cellular,18,may,2,23,-1,0,unknown,no
49,services,married,tertiary,no,1343,no,no,cellular,10,may,582,18,340,3,failure,yes
27,blue-collar,divorced,secondary,no,6079,no,yes,cellular,5,apr,275,13,302,2,failure,no
91,unknown,single,secondary,no,-962,yes,no,unknown,30,jul,1401,28,-1,0,unknown,yes
51,services,married,secondary,no,2406,yes,yes,cellular,25,mar,639,22,72,3,failure,no
72,blue-collar,single,tertiary,no,-4954,yes,no,unknown,21,jul,524,15,-1,0,unknown,no
49,housemaid,divorced,secondary,no,246,yes,yes,unknown,17,aug,9,17,-1,0,unknown,no
67,self-employed,married,secondary,no,1877,yes,no,cellular,28,jun,84,10,-1,0,unknown,no
24,blue-collar,married,unknown,no,458,yes,no,cellular,1,aug,121,8,-1,0,unknown,no
25,technician,single,unknown,no,-1893,yes,no,cellular,13,nov,310,21,66,5,failure,no
82,services,married,secondary,no,-660,no,no,unknown,2,may,269,9,-1,0,unknown,no
74,admin.,divorced,secondary,no,-1597,yes,no,telephone,17,jul,48,19,171,5,other,no
84,unemployed,married,tertiary,no,1063,no,no,unknown,15,may,344,18,-1,0,unknown,no
76,admin.,married,primary,no,3777,no,no,cellular,8,jun,43,8,-1,0,unknown,no
89,student,divorced,secondary,no,381,yes,no,cellular,2,feb,157,27,-1,0,unknown,no
71,admin.,single,secondary,no,6848,yes,no,cellular,28,apr,223,5,-1,0,unknown,no
84,technician,married,primary,no,2107,yes,no,cellular,27,aug,527,14,348,7,other,no
68,management,divorced,primary,no,-4723,no,no,unknown,8,may,257,13,-1,0,unknown,no
25,blue-collar,married,tertiary,no,2421,yes,no,cellular,27,aug,799,1,-1,0,unknown,yes
51,technician,married,secondary,no,1270,no,no,cellular,5,aug,1342,11,-1,0,unknown,yes
52,management,divorced,secondary,no,5554,no,no,cellular,17,dec,183,12,-1,0,unknown,no
49,management,married,tertiary,no,1371,no,no,cellular,4,aug,13,6,157,4,failure,no
63,technician,married,secondary,no,662,yes,no,cellular,12,apr,7,12,-1,0,unknown,no
33,admin.,married,secondary,no,7640,no,yes,cellular,18,jul,499,3,-1,0,unknown,yes
85,housemaid,single,secondary,no,-4895,yes,no,cellular,6,jul,178,8,-1,0,unknown,no
54,management,married,secondary,no,389,yes,no,telephone,5,nov,117,29,-1,0,unknown,no
71,admin.,married,tertiary,yes,2219,yes,no,telephone,28,aug,86,22,-1,0,unknown,no
31,entrepreneur,single,primary,no,223,no,no,cellular,25,jun,85,2,-1,0,unknown,no
72,unknown,married,tertiary,no,-4880,no,no,cellular,28,jul,19,6,-1,0,unknown,no
65,blue-collar,single,primary,no,2634,yes,no,cellular,19,jun,93,3,-1,0,unknown,no
24,management,divorced,primary,no,48,yes,no,cellular,5,jun,267,7,-1,0,unknown,no
91,student,married,secondary,yes,1013,yes,no,unknown,10,aug,125,16,-1,0,unknown,no
24,unknown,married,secondary,no,5198,no,no,cellular,23,apr,761,17,-1,0,unknown,yes
50,blue-collar,married,secondary,no,2335,yes,yes,cellular,25,jul,284,12,-1,0,unknown,no
40,management,single,secondary,no,-438,yes,no,cellular,19,apr,514,15,-1,0,unknown,no
36,blue-collar,single,primary,no,2602,no,no,cellular,4,sep,31,14,46,3,failure,no
36,blue-collar,married,secondary,no,148,no,no,cellular,13,nov,154,1,-1,0,unknown,no
53,technician,married,secondary,no,511,yes,no,cellular,13,aug,10,26,-1,0,unknown,no
46,management,married,tertiary,no,3693,yes,no,unknown,17,aug,581,12,-1,0,unknown,no
77,entrepreneur,married,tertiary,no,-503,yes,no,unknown,18,nov,40,20,-1,0,unknown,no
19,blue-collar,married,tertiary,no,3106,yes,no,cellular,19,may,422,23,-1,0,unknown,no
18,management,single,tertiary,no,731,yes,no,cellular,30,may,664,20,-1,0,unknown,no
64,blue-collar,married,secondary,no,-101,no,no,unknown,26,jun,150,14,-1,0,unknown,no
86,admin.,single,secondary,no,-91,no,yes,cellular,23,jan,127,16,-1,0,unknown,no
37,management,married,primary,no,-419,yes,no,unknown,23,nov,236,25,-1,0,unknown,no
28,entrepreneur,married,secondary,no,1689,no,no,unknown,17,feb,347,15,-1,0,unknown,no
19,technician,married,secondary,no,597,yes,yes,cellular,25,jul,267,8,-1,0,unknown,no
84,technician,single,secondary,no,5530,no,yes,cellular,3,may,0,21,-1,0,unknown,no
29,unknown,married,secondary,no,-1239,no,no,cellular,13,apr,397,1,-1,0,unknown,no
37,technician,married,secondary,no,3051,no,no,unknown,13,feb,41,13,-1,0,unknown,no
22,technician,married,tertiary,no,4851,yes,no,cellular,3,may,154,3,-1,0,unknown,no
54,unknown,single,tertiary,no,6612,yes,no,cellular,2,apr,85,24,-1,0,unknown,no
55,blue-collar,married,tertiary,no,-1013,no,no,cellular,15,nov,678,12,-1,0,unknown,no
26,blue-collar,married,secondary,no,4495,no,no,cellular,3,may,179,7,-1,0,unknown,no
70,housemaid,single,secondary,no,2039,yes,no,cellular,22,apr,190,8,197,5,failure,no
61,admin.,single,secondary,no,4578,no,no,unknown,16,aug,20,17,234,9,failure,no
41,blue-collar,married,secondary,no,-512,no,no,unknown,29,may,587,18,-1,0,unknown,no
91,management,single,secondary,no,1073,yes,no,unknown,10,sep,70,10,291,7,failure,no
47,entrepreneur,married,secondary,no,330,yes,no,cellular,20,aug,137,15,-1,0,unknown,no
76,management,single,tertiary,no,69,yes,no,cellular,2,dec,1088,23,157,5,other,yes
31,blue-collar,single,tertiary,no,1545,no,no,cellular,15,aug,31,21,27,4,failure,no
26,management,married,primary,no,8906,no,yes,cellular,8,may,327,21,224,2,failure,no
57,management,single,tertiary,yes,3428,no,no,cellular,13,jul,77,28,-1,0,unknown,no
83,unemployed,married,secondary,no,368,no,no,unknown,1,jul,140,29,-1,0,unknown,no
42,blue-collar,married,secondary,no,546,yes,no,unknown,26,jun,139,10,-1,0,unknown,no
